group_id	group_size	sp_in_grp	seed_ortholog_cnt	a_nosocomialis.faa	a_pittii.faa	a_pragensis.faa	ab_17978.faa	ab_19606.faa
950	5	5	5	WP_002053278.1	WP_005079155.1	WP_067666731.1	WP_001198432.1	WP_001198432.1
951	5	5	5	WP_002053284.1	WP_002114994.1	WP_067666339.1	WP_000095263.1	WP_000095254.1
952	5	5	5	WP_002053291.1	WP_001011664.1	WP_067666776.1	WP_001011664.1	WP_001011663.1
953	5	5	5	WP_002053293.1	WP_002114884.1	WP_067666340.1	WP_000058788.1	WP_000058788.1
954	5	5	5	WP_002053300.1	WP_000099436.1	WP_067666296.1	WP_000099436.1	WP_000099436.1
955	5	5	5	WP_002053318.1	WP_019768002.1	WP_067666727.1	WP_001289250.1	WP_001289250.1
956	5	5	5	WP_002053322.1	WP_016142294.1	WP_067666824.1	WP_000862762.1	WP_000862762.1
957	5	5	5	WP_002053350.1	WP_002114968.1	WP_067666781.1	WP_000056618.1	WP_000056617.1
958	5	5	5	WP_002053357.1	WP_019767992.1	WP_067666310.1	WP_000762831.1	WP_000762831.1
959	5	5	5	WP_002053369.1	WP_019768007.1	WP_067666779.1	WP_001057506.1	WP_001057506.1
960	5	5	5	WP_002053387.1	WP_005066098.1	WP_067666760.1	WP_000959085.1	WP_000959084.1
961	5	5	5	WP_002053395.1	WP_002115104.1	WP_067666810.1	WP_000165735.1	WP_000165735.1
962	5	5	5	WP_002053401.1	WP_002115097.1	WP_067666331.1	WP_000093084.1	WP_000093084.1
963	5	5	5	WP_002053439.1	WP_004794799.1	WP_067666772.1	WP_001183415.1	WP_001183413.1
964	5	5	5	WP_002053440.1	WP_019767993.1	WP_067666308.1	WP_001124214.1	WP_001124212.1
965	5	5	5	WP_002053452.1	WP_002114889.1	WP_067666752.1	WP_000887754.1	WP_000887766.1
966	5	5	5	WP_002053462.1	WP_002114653.1	WP_067666945.1	WP_000248025.1	WP_000248027.1
967	5	5	5	WP_002053465.1	WP_002114792.1	WP_067666789.1	WP_000027403.1	WP_000027403.1
968	5	5	5	WP_002053487.1	WP_019768036.1	WP_067669250.1	WP_001096917.1	WP_001096917.1
969	5	5	5	WP_002053491.1	WP_002114935.1	WP_067666335.1	WP_000405163.1	WP_000405163.1
970	5	5	5	WP_002053494.1	WP_019768005.1	WP_067666958.1	WP_001203165.1	WP_001203165.1
971	5	5	5	WP_002053498.1	WP_002115142.1	WP_067666311.1	WP_000549819.1	WP_000549819.1
972	5	5	5	WP_002053511.1	WP_019767995.1	WP_067666288.1	WP_001288260.1	WP_001288260.1
973	5	5	5	WP_002053517.1	WP_019768013.1	WP_067666822.1	WP_000639217.1	WP_000639217.1
974	5	5	5	WP_002053518.1	WP_002114938.1	WP_067666777.1	WP_049594858.1	WP_001984490.1
975	5	5	5	WP_002053527.1	WP_019768048.1	WP_067669680.1	WP_000003406.1	WP_000003406.1
976	5	5	5	WP_002053531.1	WP_005065886.1	WP_067670193.1	WP_000154078.1	WP_000154076.1
977	5	5	5	WP_002053534.1	WP_005079401.1	WP_067669563.1	WP_000653927.1	WP_000653927.1
978	5	5	5	WP_002053629.1	WP_019767647.1	WP_067668010.1	WP_000149846.1	WP_000149851.1
979	5	5	5	WP_002053669.1	WP_002115225.1	WP_067667998.1	WP_001109442.1	WP_001109442.1
980	5	5	5	WP_002053751.1	WP_019767384.1	WP_067668428.1	WP_000731729.1	WP_000731728.1
981	5	5	5	WP_002053755.1	WP_014207941.1	WP_067668365.1	WP_001258758.1	WP_001258758.1
982	5	5	5	WP_002053756.1	WP_002119278.1	WP_067665822.1	WP_001131392.1	WP_001131388.1
983	5	5	5	WP_002053759.1	WP_002053759.1	WP_005006601.1	WP_000490267.1	WP_000490267.1
984	5	5	5	WP_002053765.1	WP_002119132.1	WP_067668657.1	WP_000130110.1	WP_000130110.1
985	5	5	5	WP_002053783.1	WP_002121912.1	WP_067668400.1	WP_000135734.1	WP_000135734.1
986	5	5	5	WP_002053789.1	WP_002119179.1	WP_067668432.1	WP_001177091.1	WP_001177091.1
987	5	5	5	WP_002053803.1	WP_002119126.1	WP_067668587.1	WP_001097630.1	WP_001097630.1
988	5	5	5	WP_002053809.1	WP_016142757.1	WP_067668406.1	WP_000557460.1	WP_000557460.1
989	5	5	5	WP_002053811.1	WP_005078641.1	WP_067669964.1	WP_000752852.1	WP_000752853.1
990	5	5	5	WP_002053821.1	WP_002121878.1	WP_067669943.1	WP_000871883.1	WP_000871879.1
991	5	5	5	WP_002053829.1	WP_000224580.1	WP_067671790.1	WP_000224581.1	WP_000224581.1
992	5	5	5	WP_002053850.1	WP_002119137.1	WP_067665814.1	WP_000084188.1	WP_000084188.1
993	5	5	5	WP_002053865.1	WP_019767381.1	WP_067668398.1	WP_001287630.1	WP_001287630.1
994	5	5	5	WP_002053915.1	WP_019767374.1	WP_067668374.1	WP_001025107.1	WP_001025107.1
995	5	5	5	WP_002053926.1	WP_014207931.1	WP_067668408.1	WP_000896433.1	WP_000896433.1
996	5	5	5	WP_002053935.1	WP_019767391.1	WP_067669953.1	WP_000145704.1	WP_000145706.1
997	5	5	5	WP_002053940.1	WP_002119231.1	WP_067665811.1	WP_000807401.1	WP_000807408.1
998	5	5	5	WP_002053942.1	WP_002119149.1	WP_067668585.1	WP_000132725.1	WP_000132723.1
999	5	5	5	WP_002053945.1	WP_014207944.1	WP_067668359.1	WP_001176272.1	WP_001176275.1
1000	5	5	5	WP_002053958.1	WP_019767333.1	WP_067668659.1	WP_000100767.1	WP_000100765.1
1001	5	5	5	WP_002053967.1	WP_000372818.1	WP_067669945.1	WP_000372818.1	WP_000372818.1
1002	5	5	5	WP_002053972.1	WP_002122021.1	WP_067669919.1	WP_001215080.1	WP_001215080.1
1003	5	5	5	WP_002053977.1	WP_002121891.1	WP_067669972.1	WP_000350419.1	WP_000350419.1
1004	5	5	5	WP_002053983.1	WP_002119134.1	WP_067668325.1	WP_000778126.1	WP_000778126.1
1005	5	5	5	WP_002053984.1	WP_002119294.1	WP_067668633.1	WP_000529425.1	WP_000529425.1
1006	5	5	5	WP_002053999.1	WP_002121907.1	WP_067671793.1	WP_000273191.1	WP_000273193.1
1007	5	5	5	WP_002054010.1	WP_002119105.1	WP_067668436.1	WP_000255593.1	WP_000255593.1
1008	5	5	5	WP_002054048.1	WP_005066886.1	WP_067669923.1	WP_004833586.1	WP_000680211.1
1009	5	5	5	WP_002054064.1	WP_002122006.1	WP_067669937.1	WP_000733006.1	WP_000733005.1
1010	5	5	5	WP_002054137.1	WP_001024691.1	WP_067670551.1	WP_001024691.1	WP_001024691.1
1011	5	5	5	WP_002054158.1	WP_002114045.1	WP_067670559.1	WP_000094481.1	WP_000094481.1
1012	5	5	5	WP_002054176.1	WP_002114076.1	WP_067670561.1	WP_000224542.1	WP_000224542.1
1013	5	5	5	WP_002054234.1	WP_005071971.1	WP_067665852.1	WP_000421340.1	WP_000421341.1
1014	5	5	5	WP_002054236.1	WP_002114085.1	WP_067665843.1	WP_000338682.1	WP_000338675.1
1015	5	5	5	WP_002054239.1	WP_002114130.1	WP_067670545.1	WP_000093118.1	WP_000093118.1
1016	5	5	5	WP_002054242.1	WP_002114086.1	WP_067672450.1	WP_000809284.1	WP_000809284.1
1017	5	5	5	WP_002054248.1	WP_002114096.1	WP_067665846.1	WP_000957987.1	WP_000957990.1
1018	5	5	5	WP_002054252.1	WP_002114101.1	WP_067671376.1	WP_001196539.1	WP_001196539.1
1019	5	5	5	WP_002054274.1	WP_002114072.1	WP_004649569.1	WP_000718586.1	WP_000718586.1
1020	5	5	5	WP_002054280.1	WP_002114136.1	WP_067665858.1	WP_000210750.1	WP_000210750.1
1021	5	5	5	WP_002054306.1	WP_002117806.1	WP_067672358.1	WP_002017216.1	WP_002134311.1
1022	5	5	5	WP_002054353.1	WP_005070756.1	WP_067665415.1	WP_001142469.1	WP_001142469.1
1023	5	5	5	WP_002054376.1	WP_002117726.1	WP_067671863.1	WP_000051871.1	WP_000051863.1
1024	5	5	5	WP_002054381.1	WP_002117557.1	WP_067669083.1	WP_001227325.1	WP_001227323.1
1025	5	5	5	WP_002054385.1	WP_002117495.1	WP_067667374.1	WP_000422460.1	WP_000422460.1
1026	5	5	5	WP_002054393.1	WP_002054393.1	WP_067669153.1	WP_000702193.1	WP_000702193.1
1027	5	5	5	WP_002054405.1	WP_002117671.1	WP_005008357.1	WP_001220244.1	WP_001220244.1
1028	5	5	5	WP_002054420.1	WP_005802949.1	WP_067672447.1	WP_000019502.1	WP_000019504.1
1029	5	5	5	WP_002054437.1	WP_005802909.1	WP_067669155.1	WP_000696025.1	WP_000696023.1
1030	5	5	5	WP_002054441.1	WP_002117532.1	WP_067665444.1	WP_000627259.1	WP_000627259.1
1031	5	5	5	WP_002054455.1	WP_002117581.1	WP_067672569.1	WP_000214787.1	WP_000214787.1
1032	5	5	5	WP_002054458.1	WP_002117617.1	WP_067672300.1	WP_000102721.1	WP_000102721.1
1033	5	5	5	WP_002054474.1	WP_005802965.1	WP_067672342.1	WP_000729506.1	WP_000729506.1
1034	5	5	5	WP_002054475.1	WP_005802944.1	WP_067671866.1	WP_000956803.1	WP_000956799.1
1035	5	5	5	WP_002054476.1	WP_002117749.1	WP_067671869.1	WP_000462909.1	WP_000462924.1
1036	5	5	5	WP_002054514.1	WP_002117277.1	WP_067666379.1	WP_000050953.1	WP_000050952.1
1037	5	5	5	WP_002054535.1	WP_019767974.1	WP_067666662.1	WP_000682838.1	WP_000682841.1
1038	5	5	5	WP_002054537.1	WP_002117181.1	WP_067669783.1	WP_000259109.1	WP_000259109.1
1039	5	5	5	WP_002054542.1	WP_005804300.1	WP_067666408.1	WP_000266123.1	WP_000266123.1
1040	5	5	5	WP_002054548.1	WP_005804303.1	WP_067666414.1	WP_000273589.1	WP_000273590.1
1041	5	5	5	WP_002054549.1	WP_005804297.1	WP_067666668.1	WP_000462729.1	WP_000462729.1
1042	5	5	5	WP_002054552.1	WP_002054552.1	WP_004278281.1	WP_001096359.1	WP_001096359.1
1043	5	5	5	WP_002054555.1	WP_019767962.1	WP_067666391.1	WP_001279272.1	WP_001279273.1
1044	5	5	5	WP_002054564.1	WP_005066304.1	WP_067666394.1	WP_000710403.1	WP_000710403.1
1045	5	5	5	WP_002054580.1	WP_002117191.1	WP_067666354.1	WP_000846362.1	WP_000846362.1
1046	5	5	5	WP_002054582.1	WP_000501183.1	WP_067666400.1	WP_000501183.1	WP_000501183.1
1047	5	5	5	WP_002114131.1	WP_002114131.1	WP_067670557.1	WP_001284971.1	WP_001284971.1
1048	5	5	5	WP_002114866.1	WP_019768037.1	WP_067669244.1	WP_000046497.1	WP_000046495.1
1049	5	5	5	WP_002115092.1	WP_002115092.1	WP_067669552.1	WP_000832994.1	WP_000832994.1
1050	5	5	5	WP_002126865.1	WP_005802931.1	WP_067667382.1	WP_000708726.1	WP_000708728.1
1051	5	5	5	WP_002156798.1	WP_005070320.1	WP_067670304.1	WP_000203217.1	WP_000203217.1
1052	5	5	5	WP_002156817.1	WP_002163174.1	WP_067670694.1	WP_000735756.1	WP_000735755.1
1053	5	5	5	WP_002156826.1	WP_002121555.1	WP_067670318.1	WP_000546639.1	WP_000546639.1
1054	5	5	5	WP_002156827.1	WP_002121546.1	WP_067671619.1	WP_001037895.1	WP_001037895.1
1055	5	5	5	WP_002156849.1	WP_002121533.1	WP_067670721.1	WP_000776215.1	WP_000776215.1
1056	5	5	5	WP_002156866.1	WP_002121613.1	WP_067670719.1	WP_000517792.1	WP_000517793.1
1057	5	5	5	WP_002156879.1	WP_002121602.1	WP_067670308.1	WP_001210050.1	WP_001210050.1
1058	5	5	5	WP_002156911.1	WP_002114976.1	WP_067669655.1	WP_001154809.1	WP_001154809.1
1059	5	5	5	WP_002156913.1	WP_002115012.1	WP_067666094.1	WP_000555570.1	WP_000555569.1
1060	5	5	5	WP_002156922.1	WP_002115109.1	WP_067669555.1	WP_001096694.1	WP_001096694.1
1061	5	5	5	WP_002156925.1	WP_002114857.1	WP_067669561.1	WP_004737902.1	WP_000331899.1
1062	5	5	5	WP_002156941.1	WP_002114932.1	WP_067666025.1	WP_000580938.1	WP_000580938.1
1063	5	5	5	WP_002156952.1	WP_002115134.1	WP_067670183.1	WP_000532248.1	WP_000532248.1
1064	5	5	5	WP_002156955.1	WP_002114901.1	WP_067670206.1	WP_000065138.1	WP_000065138.1
1065	5	5	5	WP_002156968.1	WP_002114697.1	WP_067670185.1	WP_000130326.1	WP_000130326.1
1066	5	5	5	WP_002156969.1	WP_005079348.1	WP_067666074.1	WP_001118149.1	WP_001118149.1
1067	5	5	5	WP_002156970.1	WP_002114829.1	WP_067669610.1	WP_000064213.1	WP_000064213.1
1068	5	5	5	WP_002156973.1	WP_019768060.1	WP_067666015.1	WP_000206941.1	WP_000206941.1
1069	5	5	5	WP_002156981.1	WP_002114707.1	WP_067671750.1	WP_001255243.1	WP_001255246.1
1070	5	5	5	WP_002156993.1	WP_002114796.1	WP_067670197.1	WP_000459267.1	WP_000459268.1
1071	5	5	5	WP_002157004.1	WP_002115099.1	WP_067669557.1	WP_001196213.1	WP_001196213.1
1072	5	5	5	WP_002157009.1	WP_002114922.1	WP_067670181.1	WP_000777730.1	WP_000777730.1
1073	5	5	5	WP_002157012.1	WP_002115082.1	WP_067669614.1	WP_000003544.1	WP_000003544.1
1074	5	5	5	WP_002157017.1	WP_002115096.1	WP_067666057.1	WP_000503613.1	WP_000503613.1
1075	5	5	5	WP_002157018.1	WP_002115047.1	WP_067669612.1	WP_000039800.1	WP_000039805.1
1076	5	5	5	WP_002157026.1	WP_002114657.1	WP_067670191.1	WP_001167533.1	WP_001167533.1
1077	5	5	5	WP_002157040.1	WP_002114963.1	WP_067669635.1	WP_000207459.1	WP_000207459.1
1078	5	5	5	WP_002157043.1	WP_002114836.1	WP_067670187.1	WP_000897046.1	WP_000897046.1
1079	5	5	5	WP_002157045.1	WP_002114837.1	WP_067669550.1	WP_000063880.1	WP_000063880.1
1080	5	5	5	WP_002157046.1	WP_002114670.1	WP_067666028.1	WP_000212708.1	WP_000212712.1
1081	5	5	5	WP_003650690.1	WP_002118245.1	WP_067670656.1	WP_001019667.1	WP_001019667.1
1082	5	5	5	WP_004698186.1	WP_019767325.1	WP_067672234.1	WP_001274576.1	WP_001274588.1
1083	5	5	5	WP_004699003.1	WP_023187702.1	WP_067669648.1	WP_001112089.1	WP_001112089.1
1084	5	5	5	WP_004699815.1	WP_002118921.1	WP_067668687.1	WP_000025985.1	WP_000025985.1
1085	5	5	5	WP_004700591.1	WP_002115302.1	WP_067670867.1	WP_000209410.1	WP_000209410.1
1086	5	5	5	WP_004701293.1	WP_005073962.1	WP_067672142.1	WP_000053889.1	WP_000053889.1
1087	5	5	5	WP_004701341.1	WP_005069056.1	WP_067672124.1	WP_000895057.1	WP_000895054.1
1088	5	5	5	WP_004702072.1	WP_002121448.1	WP_067671476.1	WP_000966850.1	WP_000966850.1
1089	5	5	5	WP_004705841.1	WP_002116244.1	WP_067670456.1	WP_000684973.1	WP_000684973.1
1090	5	5	5	WP_004705937.1	WP_002114049.1	WP_067670555.1	WP_001186635.1	WP_001186635.1
1091	5	5	5	WP_004705938.1	WP_002114070.1	WP_067670553.1	WP_000818995.1	WP_000818997.1
1092	5	5	5	WP_004706106.1	WP_002120710.1	WP_067670391.1	WP_000877608.1	WP_000877608.1
1093	5	5	5	WP_004706109.1	WP_005071792.1	WP_067670384.1	WP_000732887.1	WP_000732883.1
1094	5	5	5	WP_004706121.1	WP_016802665.1	WP_067670372.1	WP_000183286.1	WP_000183289.1
1095	5	5	5	WP_004707343.1	WP_002115574.1	WP_067668552.1	WP_001126293.1	WP_001126293.1
1096	5	5	5	WP_004707365.1	WP_002115528.1	WP_067669109.1	WP_049594808.1	WP_000214355.1
1097	5	5	5	WP_004707370.1	WP_002118962.1	WP_067672705.1	WP_000379025.1	WP_000379022.1
1098	5	5	5	WP_004707421.1	WP_002118367.1	WP_067672714.1	WP_000048860.1	WP_000048862.1
1099	5	5	5	WP_004707455.1	WP_002118971.1	WP_067668708.1	WP_001140078.1	WP_001140081.1
1100	5	5	5	WP_004707458.1	WP_004790618.1	WP_067669125.1	WP_001984636.1	WP_001984636.1
1101	5	5	5	WP_004707461.1	WP_002118798.1	WP_067668712.1	WP_000049406.1	WP_000049406.1
1102	5	5	5	WP_004707498.1	WP_002118762.1	WP_067668757.1	WP_000578663.1	WP_000578663.1
1103	5	5	5	WP_004707506.1	WP_002118807.1	WP_067668765.1	WP_000916029.1	WP_000916029.1
1104	5	5	5	WP_004707509.1	WP_002119001.1	WP_067669127.1	WP_001991184.1	WP_001991184.1
1105	5	5	5	WP_004707527.1	WP_005067805.1	WP_067668797.1	WP_000083115.1	WP_000083115.1
1106	5	5	5	WP_004707534.1	WP_002118908.1	WP_067668807.1	WP_001125860.1	WP_001125860.1
1107	5	5	5	WP_004707545.1	WP_005067830.1	WP_067668824.1	WP_000160699.1	WP_000160699.1
1108	5	5	5	WP_004707569.1	WP_002118463.1	WP_067668877.1	WP_001004983.1	WP_001004984.1
1109	5	5	5	WP_004707608.1	WP_005067912.1	WP_067670735.1	WP_000706554.1	WP_000706554.1
1110	5	5	5	WP_004707630.1	WP_002118668.1	WP_106386949.1	WP_000195202.1	WP_000195199.1
1111	5	5	5	WP_004707648.1	WP_002118975.1	WP_067668917.1	WP_001238909.1	WP_001238909.1
1112	5	5	5	WP_004707651.1	WP_002119004.1	WP_067668919.1	WP_001050723.1	WP_001050723.1
1113	5	5	5	WP_004707654.1	WP_005803816.1	WP_067668921.1	WP_000107954.1	WP_000107954.1
1114	5	5	5	WP_004707740.1	WP_002118150.1	WP_067672630.1	WP_000167018.1	WP_000167013.1
1115	5	5	5	WP_004707760.1	WP_002118103.1	WP_067667556.1	WP_000182520.1	WP_000182506.1
1116	5	5	5	WP_004707770.1	WP_005068220.1	WP_067672130.1	WP_000075224.1	WP_000075224.1
1117	5	5	5	WP_004707796.1	WP_005803659.1	WP_067670957.1	WP_162489787.1	WP_162622444.1
1118	5	5	5	WP_004707798.1	WP_002118253.1	WP_067670960.1	WP_001147935.1	WP_001147934.1
1119	5	5	5	WP_004707827.1	WP_002118246.1	WP_067670646.1	WP_001221454.1	WP_001221450.1
1120	5	5	5	WP_004707829.1	WP_002118140.1	WP_067670648.1	WP_001257353.1	WP_001257358.1
1121	5	5	5	WP_004707836.1	WP_005803647.1	WP_067670653.1	WP_000667412.1	WP_000667406.1
1122	5	5	5	WP_004707879.1	WP_005068330.1	WP_067670853.1	WP_000966986.1	WP_000966986.1
1123	5	5	5	WP_004707885.1	WP_002115262.1	WP_081406829.1	WP_000665946.1	WP_000665946.1
1124	5	5	5	WP_004707950.1	WP_005073765.1	WP_067671054.1	WP_000721827.1	WP_000721827.1
1125	5	5	5	WP_004708029.1	WP_002119636.1	WP_067671522.1	WP_000614025.1	WP_000614025.1
1126	5	5	5	WP_004708032.1	WP_023187823.1	WP_067671509.1	WP_049594882.1	WP_001983639.1
1127	5	5	5	WP_004708063.1	WP_019767592.1	WP_067671976.1	WP_000772604.1	WP_000772604.1
1128	5	5	5	WP_004708107.1	WP_002119684.1	WP_067672030.1	WP_001216787.1	WP_001216787.1
1129	5	5	5	WP_004708110.1	WP_014207111.1	WP_067672033.1	WP_000977590.1	WP_000977588.1
1130	5	5	5	WP_004708154.1	WP_019767618.1	WP_067665830.1	WP_000494374.1	WP_000494374.1
1131	5	5	5	WP_004708223.1	WP_005073791.1	WP_067668007.1	WP_000467074.1	WP_000467074.1
1132	5	5	5	WP_004708263.1	WP_002115216.1	WP_067668048.1	WP_000388074.1	WP_000388070.1
1133	5	5	5	WP_004708369.1	WP_002115707.1	WP_067668243.1	WP_000799985.1	WP_000799981.1
1134	5	5	5	WP_004708399.1	WP_002115702.1	WP_067671483.1	WP_000089274.1	WP_000089273.1
1135	5	5	5	WP_004708403.1	WP_023187857.1	WP_067665670.1	WP_000194641.1	WP_000194640.1
1136	5	5	5	WP_004708405.1	WP_019767679.1	WP_067665673.1	WP_000992586.1	WP_000992580.1
1137	5	5	5	WP_004708449.1	WP_002121027.1	WP_067667969.1	WP_000163427.1	WP_000163427.1
1138	5	5	5	WP_004708465.1	WP_019767692.1	WP_067672078.1	WP_001186685.1	WP_001186685.1
1139	5	5	5	WP_004708472.1	WP_019767697.1	WP_067672199.1	WP_000955083.1	WP_000955082.1
1140	5	5	5	WP_004708483.1	WP_019767700.1	WP_067672139.1	WP_000622640.1	WP_000622648.1
1141	5	5	5	WP_004708520.1	WP_002121066.1	WP_067672121.1	WP_000078452.1	WP_000078452.1
1142	5	5	5	WP_004709064.1	WP_002117975.1	WP_067665703.1	WP_001162376.1	WP_001162376.1
1143	5	5	5	WP_004709129.1	WP_002121476.1	WP_067667878.1	WP_000023426.1	WP_000023429.1
1144	5	5	5	WP_004709137.1	WP_002121446.1	WP_067667863.1	WP_049594837.1	WP_000682624.1
1145	5	5	5	WP_004709146.1	WP_002121343.1	WP_067670628.1	WP_000037059.1	WP_000037059.1
1146	5	5	5	WP_004709151.1	WP_002121372.1	WP_067667148.1	WP_000922240.1	WP_000922244.1
1147	5	5	5	WP_004709154.1	WP_002121417.1	WP_067667153.1	WP_001016343.1	WP_001016343.1
1148	5	5	5	WP_004709233.1	WP_001047275.1	WP_067670760.1	WP_001047284.1	WP_001047284.1
1149	5	5	5	WP_004709244.1	WP_002114379.1	WP_067670746.1	WP_000078703.1	WP_000078702.1
1150	5	5	5	WP_004709249.1	WP_002114503.1	WP_067671541.1	WP_001009738.1	WP_001009738.1
1151	5	5	5	WP_004709751.1	WP_019767874.1	WP_067671576.1	WP_000179337.1	WP_000179337.1
1152	5	5	5	WP_004709785.1	WP_002119890.1	WP_067672040.1	WP_000998195.1	WP_000998196.1
1153	5	5	5	WP_004709822.1	WP_002121537.1	WP_067671962.1	WP_000020860.1	WP_000020861.1
1154	5	5	5	WP_004709830.1	WP_002121601.1	WP_067670322.1	WP_000026485.1	WP_000026491.1
1155	5	5	5	WP_004709832.1	WP_002121616.1	WP_067670320.1	WP_005135486.1	WP_000029360.1
1156	5	5	5	WP_004709855.1	WP_005802693.1	WP_171254475.1	WP_000199457.1	WP_000199456.1
1157	5	5	5	WP_004709911.1	WP_017481360.1	WP_067670608.1	WP_000041929.1	WP_000041930.1
1158	5	5	5	WP_004709989.1	WP_002117601.1	WP_067667431.1	WP_000919363.1	WP_000919363.1
1159	5	5	5	WP_004710008.1	WP_002117619.1	WP_067667409.1	WP_000893185.1	WP_000893185.1
1160	5	5	5	WP_004710036.1	WP_002117591.1	WP_067669067.1	WP_001292274.1	WP_001292274.1
1161	5	5	5	WP_004710044.1	WP_005070566.1	WP_067669081.1	WP_000895449.1	WP_000895449.1
1162	5	5	5	WP_004710055.1	WP_005070594.1	WP_067669158.1	WP_000688341.1	WP_000688337.1
1163	5	5	5	WP_004710061.1	WP_005075483.1	WP_067672355.1	WP_000697207.1	WP_000697203.1
1164	5	5	5	WP_004710069.1	WP_002117784.1	WP_067672332.1	WP_000642927.1	WP_000642933.1
1165	5	5	5	WP_004710083.1	WP_005802983.1	WP_067672297.1	WP_000902942.1	WP_000902942.1
1166	5	5	5	WP_004710095.1	WP_005070664.1	WP_067672467.1	WP_001087641.1	WP_001087641.1
1167	5	5	5	WP_004710244.1	WP_005803161.1	WP_067670165.1	WP_000854785.1	WP_000854789.1
1168	5	5	5	WP_004710280.1	WP_005075275.1	WP_067668535.1	WP_000056378.1	WP_000056378.1
1169	5	5	5	WP_004710311.1	WP_005803226.1	WP_067669519.1	WP_000550445.1	WP_000550441.1
1170	5	5	5	WP_004710381.1	WP_005803272.1	WP_067665215.1	WP_000190957.1	WP_000190957.1
1171	5	5	5	WP_004710386.1	WP_005803274.1	WP_067665190.1	WP_000472465.1	WP_000472465.1
1172	5	5	5	WP_004710391.1	WP_005803276.1	WP_067665182.1	WP_000025826.1	WP_000025826.1
1173	5	5	5	WP_004710471.1	WP_005803358.1	WP_067669449.1	WP_000043043.1	WP_000043046.1
1174	5	5	5	WP_004710509.1	WP_002115380.1	WP_067669400.1	WP_000357156.1	WP_000357157.1
1175	5	5	5	WP_004710556.1	WP_002117224.1	WP_067666362.1	WP_001121792.1	WP_001121795.1
1176	5	5	5	WP_004710561.1	WP_019767969.1	WP_067666357.1	WP_000124014.1	WP_000124014.1
1177	5	5	5	WP_004710576.1	WP_005066255.1	WP_067669779.1	WP_001212169.1	WP_001212165.1
1178	5	5	5	WP_004710578.1	WP_019767977.1	WP_067669766.1	WP_000064536.1	WP_000064534.1
1179	5	5	5	WP_004710590.1	WP_017387603.1	WP_067669744.1	WP_001031011.1	WP_001031025.1
1180	5	5	5	WP_004710644.1	WP_016142208.1	WP_067666278.1	WP_000008535.1	WP_000008538.1
1181	5	5	5	WP_004710652.1	WP_017385757.1	WP_067666305.1	WP_000165905.1	WP_000165905.1
1182	5	5	5	WP_004710660.1	WP_005079131.1	WP_067666328.1	WP_000669565.1	WP_000669565.1
1183	5	5	5	WP_004710662.1	WP_005079135.1	WP_067666703.1	WP_000776302.1	WP_000776302.1
1184	5	5	5	WP_004710678.1	WP_002115133.1	WP_067666954.1	WP_000889270.1	WP_000889267.1
1185	5	5	5	WP_004710684.1	WP_002115151.1	WP_067666785.1	WP_001119808.1	WP_001119808.1
1186	5	5	5	WP_004710685.1	WP_005066079.1	WP_067666791.1	WP_002027464.1	WP_002027464.1
1187	5	5	5	WP_004710709.1	WP_005066026.1	WP_067666834.1	WP_001984507.1	WP_001984507.1
1188	5	5	5	WP_004710729.1	WP_005066019.1	WP_067666853.1	WP_000069129.1	WP_000069130.1
1189	5	5	5	WP_004710732.1	WP_005066015.1	WP_067666865.1	WP_000653392.1	WP_000653392.1
1190	5	5	5	WP_004710781.1	WP_019768051.1	WP_067669645.1	WP_001281765.1	WP_001281765.1
1191	5	5	5	WP_004710786.1	WP_002114783.1	WP_067669631.1	WP_001198553.1	WP_001198549.1
1192	5	5	5	WP_004710796.1	WP_002114989.1	WP_067669619.1	WP_000687236.1	WP_000687235.1
1193	5	5	5	WP_004710805.1	WP_002114801.1	WP_067669607.1	WP_000612214.1	WP_000612218.1
1194	5	5	5	WP_004710809.1	WP_002115091.1	WP_067670207.1	WP_001066573.1	WP_001066569.1
1195	5	5	5	WP_004710829.1	WP_005804145.1	WP_067666089.1	WP_001274983.1	WP_001274985.1
1196	5	5	5	WP_004710872.1	WP_005804130.1	WP_067669581.1	WP_000846676.1	WP_000846675.1
1197	5	5	5	WP_004710874.1	WP_005079391.1	WP_067669580.1	WP_001294942.1	WP_001294941.1
1198	5	5	5	WP_004710893.1	WP_002121214.1	WP_067665964.1	WP_000870030.1	WP_000870031.1
1199	5	5	5	WP_004710896.1	WP_002121195.1	WP_067665981.1	WP_000730345.1	WP_000730343.1
1200	5	5	5	WP_004710901.1	WP_002121267.1	WP_067665987.1	WP_000681780.1	WP_000681780.1
1201	5	5	5	WP_004710910.1	WP_002121143.1	WP_067666000.1	WP_000865993.1	WP_000865988.1
1202	5	5	5	WP_004710933.1	WP_005079447.1	WP_067672734.1	WP_000907680.1	WP_000907680.1
1203	5	5	5	WP_004710937.1	WP_002121211.1	WP_067672743.1	WP_001278226.1	WP_001278227.1
1204	5	5	5	WP_004710943.1	WP_005065720.1	WP_162840087.1	WP_005140205.1	WP_001984577.1
1205	5	5	5	WP_004710964.1	WP_002121149.1	WP_067672799.1	WP_000493866.1	WP_000493866.1
1206	5	5	5	WP_004710970.1	WP_000543541.1	WP_005013430.1	WP_000543541.1	WP_000543541.1
1207	5	5	5	WP_004710994.1	WP_002121643.1	WP_067672855.1	WP_000575778.1	WP_000575779.1
